Date,Open,High,Low,Close,Adj Close,Volume
2003-05-14,19.985001,19.985001,19.980000,19.980000,13.401340,1000
2003-05-15,19.780001,19.780001,19.385000,19.385000,13.002252,12800
2003-05-16,19.385000,19.385000,19.385000,19.385000,13.002252,0
2003-05-19,19.434999,19.459999,19.389999,19.459999,13.052555,61000
2003-05-20,19.459999,19.459999,19.459999,19.459999,13.052555,0
2003-05-21,19.450001,19.450001,19.450001,19.450001,13.045850,200
2003-05-22,19.445000,19.445000,19.405001,19.415001,13.022374,3200
2003-05-23,19.415001,19.415001,19.415001,19.415001,13.022374,0
2003-05-27,19.545000,19.545000,19.445000,19.510000,13.086092,4200
2003-05-28,19.635000,19.635000,19.635000,19.635000,13.169937,600
2003-05-29,19.740000,19.754999,19.740000,19.754999,13.250422,2000
2003-05-30,19.990000,19.990000,19.915001,19.915001,13.357744,4800
2003-06-02,20.115000,20.334999,20.075001,20.334999,13.639451,26000
2003-06-03,20.334999,20.334999,20.334999,20.334999,13.639451,0
2003-06-04,20.055000,20.075001,20.055000,20.070000,13.461707,2000
2003-06-05,20.070000,20.070000,20.070000,20.070000,13.461707,0
2003-06-06,20.725000,20.750000,20.725000,20.750000,13.917809,37200
2003-06-09,20.805000,20.805000,20.645000,20.645000,13.847386,3800
2003-06-10,20.645000,20.674999,20.645000,20.674999,13.867504,2800
2003-06-11,20.650000,20.650000,20.650000,20.650000,13.850734,200
2003-06-12,20.469999,20.760000,20.469999,20.650000,13.850734,11400
2003-06-13,20.770000,20.770000,20.665001,20.690001,13.877567,3000
2003-06-16,20.770000,20.945000,20.770000,20.945000,14.048603,2800
2003-06-17,21.055000,21.055000,21.055000,21.055000,14.122385,800
2003-06-18,20.885000,20.915001,20.885000,20.915001,14.028481,800
2003-06-19,21.025000,21.059999,21.025000,21.059999,14.125736,1600
2003-06-20,21.004999,21.040001,21.004999,21.040001,14.112319,1600
2003-06-23,20.670000,20.670000,20.580000,20.615000,13.827259,22400
2003-06-24,20.535000,20.535000,20.495001,20.530001,13.770247,22400
2003-06-25,20.620001,20.620001,20.620001,20.620001,13.830617,400
2003-06-26,20.530001,20.605000,20.504999,20.605000,13.820551,23400
2003-06-27,20.590000,20.620001,20.590000,20.620001,13.830617,1600
2003-06-30,20.715000,20.725000,20.715000,20.725000,13.901039,21200
2003-07-01,21.025000,21.105000,21.025000,21.105000,14.155918,3200
2003-07-02,21.160000,21.230000,21.160000,21.230000,14.239763,40600
2003-07-03,21.350000,21.350000,21.350000,21.350000,14.320253,2000
2003-07-07,21.100000,21.190001,21.100000,21.190001,14.212934,4000
2003-07-08,21.230000,21.410000,21.195000,21.410000,14.360497,1600
2003-07-09,21.424999,21.424999,21.205000,21.209999,14.226350,22200
2003-07-10,21.320000,21.320000,21.240000,21.305000,14.290069,14400
2003-07-11,21.240000,21.350000,21.240000,21.350000,14.320253,1800
2003-07-14,21.700001,21.770000,21.700001,21.740000,14.581836,2000
2003-07-15,21.665001,21.665001,21.275000,21.275000,14.269947,2600
2003-07-16,21.275000,21.275000,21.275000,21.275000,14.269947,0
2003-07-17,20.879999,20.879999,20.674999,20.674999,13.867504,3200
2003-07-18,20.625000,20.775000,20.625000,20.775000,13.934577,15000
2003-07-21,20.775000,20.775000,20.775000,20.775000,13.934577,200
2003-07-22,20.950001,20.950001,20.950001,20.950001,14.051953,200
2003-07-23,21.230000,21.230000,21.230000,21.230000,14.239763,20000
2003-07-24,21.455000,21.490000,21.455000,21.490000,14.414154,8800
2003-07-25,22.084999,22.084999,22.084999,22.084999,14.813241,400
2003-07-28,22.350000,22.424999,22.334999,22.344999,14.987633,5800
2003-07-29,22.344999,22.344999,22.235001,22.235001,14.913851,400
2003-07-30,21.924999,22.014999,21.924999,22.014999,14.766292,800
2003-07-31,21.950001,22.155001,21.950001,22.155001,14.860197,2400
2003-08-01,21.995001,22.035000,21.995001,22.035000,14.779706,400
2003-08-04,21.934999,22.120001,21.934999,22.120001,14.836720,22600
2003-08-05,22.084999,22.105000,22.084999,22.100000,14.823305,1000
2003-08-06,22.195000,22.195000,22.195000,22.195000,14.887020,200
2003-08-07,22.195000,22.195000,22.195000,22.195000,14.887020,0
2003-08-08,22.240000,22.240000,22.155001,22.155001,14.860197,20600
2003-08-11,22.480000,22.530001,22.480000,22.530001,15.111720,2600
2003-08-12,22.660000,22.660000,22.615000,22.615000,15.168733,6400
2003-08-13,22.809999,22.809999,22.809999,22.809999,15.299527,2000
2003-08-14,22.809999,22.815001,22.809999,22.815001,15.302882,600
2003-08-15,22.850000,22.850000,22.850000,22.850000,15.326361,200
2003-08-18,22.969999,23.070000,22.969999,23.070000,15.473919,10800
2003-08-19,23.125000,23.200001,23.125000,23.160000,15.534288,21000
2003-08-20,23.170000,23.170000,23.170000,23.170000,15.540996,1400
2003-08-21,23.365000,23.370001,23.180000,23.200001,15.561114,4800
2003-08-22,23.344999,23.344999,23.295000,23.295000,15.624835,9400
2003-08-25,23.084999,23.084999,23.084999,23.084999,15.483986,20000
2003-08-26,22.940001,23.094999,22.924999,23.094999,15.490691,2000
2003-08-27,23.165001,23.190001,23.165001,23.184999,15.551053,5400
2003-08-28,23.270000,23.295000,23.254999,23.285000,15.618132,5400
2003-08-29,23.395000,23.395000,23.305000,23.305000,15.631542,1400
2003-09-02,23.490000,23.525000,23.490000,23.525000,15.779105,600
2003-09-03,23.799999,23.879999,23.785000,23.879999,16.017218,17800
2003-09-04,23.764999,23.764999,23.745001,23.745001,15.926666,5600
2003-09-05,23.775000,23.850000,23.764999,23.764999,15.940082,3400
2003-09-08,23.590000,23.590000,23.475000,23.475000,15.745570,800
2003-09-09,23.910000,23.950001,23.780001,23.780001,15.950145,21000
2003-09-10,23.674999,23.674999,23.615000,23.615000,15.839472,20200
2003-09-11,23.799999,23.799999,23.525000,23.525000,15.779105,41800
2003-09-12,23.459999,23.459999,23.450001,23.450001,15.728804,20400
2003-09-15,23.325001,23.325001,23.250000,23.250000,15.594653,20800
2003-09-16,23.200001,23.450001,23.200001,23.450001,15.728804,190200
2003-09-17,23.450001,23.635000,23.450001,23.635000,15.852885,3200
2003-09-18,23.950001,23.950001,23.785000,23.815001,15.973619,25000
2003-09-19,23.825001,23.879999,23.825001,23.879999,16.017218,6600
2003-09-22,23.955000,23.975000,23.950001,23.950001,16.064171,2200
2003-09-23,23.860001,23.924999,23.855000,23.870001,16.010508,1800
2003-09-24,23.950001,23.995001,23.924999,23.969999,16.077583,25600
2003-09-25,23.900000,23.975000,23.900000,23.924999,16.047403,33400
2003-09-26,23.500000,23.570000,23.500000,23.545000,15.792520,1000
2003-09-29,23.655001,23.820000,23.655001,23.820000,15.976970,800
2003-09-30,24.084999,24.084999,23.809999,23.809999,15.970264,102400
2003-10-01,23.910000,23.910000,23.809999,23.870001,16.010508,1200
2003-10-02,23.870001,23.870001,23.870001,23.870001,16.010508,0
2003-10-03,24.590000,24.635000,24.295000,24.295000,16.295576,29600
2003-10-06,24.450001,24.715000,24.450001,24.695000,16.563869,3200
2003-10-07,24.730000,24.795000,24.610001,24.610001,16.506861,7600
2003-10-08,24.780001,25.000000,24.780001,24.990000,16.761736,3400
2003-10-09,25.174999,25.264999,25.160000,25.235001,16.926065,29600
2003-10-10,25.400000,25.405001,25.285000,25.334999,16.993145,6000
2003-10-13,25.575001,25.575001,25.415001,25.485001,17.093754,4400
2003-10-14,25.299999,25.490000,25.299999,25.490000,17.097105,3600
2003-10-15,25.530001,25.530001,25.350000,25.355000,17.006556,8200
2003-10-16,25.445000,25.639999,25.445000,25.559999,17.144056,7000
2003-10-17,25.370001,25.465000,25.344999,25.365000,17.013262,25400
2003-10-20,25.370001,25.370001,25.295000,25.299999,16.969662,17600
2003-10-21,25.420000,25.445000,25.340000,25.400000,17.036741,16800
2003-10-22,25.450001,25.545000,25.395000,25.520000,17.117226,10000
2003-10-23,25.190001,25.344999,25.139999,25.344999,16.999846,22600
2003-10-24,25.415001,25.545000,25.379999,25.545000,17.133995,1600
2003-10-27,25.520000,25.655001,25.455000,25.635000,17.194359,34600
2003-10-28,25.705000,25.799999,25.670000,25.799999,17.305031,50800
2003-10-29,25.850000,26.195000,25.850000,26.195000,17.569975,16800
2003-10-30,26.350000,26.584999,26.350000,26.434999,17.730953,12200
2003-10-31,26.295000,26.370001,26.295000,26.360001,17.680651,13600
2003-11-03,26.745001,26.745001,26.410000,26.410000,17.714184,24800
2003-11-04,26.549999,26.610001,26.535000,26.605000,17.844976,10400
2003-11-05,26.434999,26.455000,26.100000,26.375000,17.690712,13800
2003-11-06,26.340000,26.385000,26.340000,26.350000,17.673944,1400
2003-11-07,26.355000,26.639999,26.309999,26.620001,17.855042,8200
2003-11-10,26.450001,26.469999,26.400000,26.400000,17.707476,10600
2003-11-11,26.225000,26.225000,26.209999,26.209999,17.580038,600
2003-11-12,26.395000,26.719999,26.395000,26.715000,17.918760,12000
2003-11-13,26.850000,27.270000,26.844999,27.230000,18.264189,28800
2003-11-14,27.155001,27.475000,27.145000,27.445000,18.408398,35400
2003-11-17,27.200001,27.254999,26.750000,26.855000,18.012663,31200
2003-11-18,26.955000,27.264999,26.870001,27.209999,18.250772,41200
2003-11-19,27.360001,27.360001,27.180000,27.219999,18.257484,30200
2003-11-20,27.110001,27.110001,26.834999,27.065001,18.153517,4600
2003-11-21,27.040001,27.184999,27.040001,27.180000,18.230656,2400
2003-11-24,26.900000,27.030001,26.885000,26.965000,18.086443,29800
2003-11-25,27.075001,27.219999,27.010000,27.215000,18.254124,13600
2003-11-26,27.450001,27.805000,27.450001,27.735001,18.602909,30600
2003-11-28,27.940001,28.379999,27.940001,28.379999,19.035534,562800
2003-12-01,28.870001,29.225000,28.870001,29.219999,19.598957,37800
2003-12-02,28.834999,29.170000,28.834999,29.170000,19.565422,21200
2003-12-03,29.160000,29.219999,28.995001,29.170000,19.565422,9400
2003-12-04,28.820000,28.825001,28.535000,28.535000,19.139500,17400
2003-12-05,28.344999,28.760000,28.344999,28.719999,19.263586,4400
2003-12-08,28.344999,28.344999,28.150000,28.209999,18.921513,11800
2003-12-09,28.355000,28.575001,28.355000,28.575001,19.166327,23200
2003-12-10,28.150000,28.309999,27.709999,27.760000,18.619677,31600
2003-12-11,27.955000,28.100000,27.910000,28.100000,18.847733,13400
2003-12-12,28.045000,28.299999,28.004999,28.299999,18.981878,4800
2003-12-15,28.500000,28.770000,28.459999,28.629999,19.203222,6800
2003-12-16,28.620001,28.620001,28.330000,28.379999,19.035534,7600
2003-12-17,28.250000,28.250000,28.059999,28.125000,18.864500,10400
2003-12-18,27.780001,27.900000,27.605000,27.900000,18.713587,14000
2003-12-19,27.945000,27.945000,27.285000,27.285000,18.301083,27600
2003-12-22,26.450001,26.575001,26.440001,26.559999,18.040260,43400
2003-12-23,26.575001,26.780001,26.565001,26.750000,18.169306,14600
2003-12-24,27.424999,27.650000,27.424999,27.650000,18.780615,12800
2003-12-26,27.504999,27.540001,27.459999,27.540001,18.705900,3000
2003-12-29,27.549999,27.629999,27.549999,27.625000,18.763638,8600
2003-12-30,28.004999,28.230000,28.004999,28.170000,19.133808,7800
2003-12-31,28.299999,28.299999,27.860001,28.135000,19.110037,6800
2004-01-02,28.344999,28.719999,28.295000,28.715000,19.503990,16000
2004-01-05,29.639999,29.719999,29.600000,29.635000,20.128883,20400
2004-01-06,29.344999,29.344999,28.980000,29.334999,19.925110,16400
2004-01-07,29.000000,29.000000,28.684999,28.850000,19.595690,59400
2004-01-08,28.520000,28.660000,28.299999,28.660000,19.466633,18800
2004-01-09,28.420000,28.520000,28.250000,28.440001,19.317205,24200
2004-01-12,28.250000,28.250000,27.799999,27.870001,18.930042,68200
2004-01-13,27.900000,28.150000,27.900000,28.025000,19.035324,28600
2004-01-14,27.700001,27.844999,27.665001,27.695000,18.811182,39800
2004-01-15,27.000000,27.000000,26.750000,26.850000,18.237232,57200
2004-01-16,27.070000,27.125000,26.975000,27.125000,18.424021,22200
2004-01-20,27.695000,27.895000,27.615000,27.895000,18.947020,27000
2004-01-21,27.549999,27.650000,27.375000,27.650000,18.780615,14600
2004-01-22,27.870001,28.025000,27.830000,27.830000,18.902876,8800
2004-01-23,27.924999,27.959999,27.645000,27.705000,18.817970,26000
2004-01-26,27.790001,27.875000,27.790001,27.875000,18.933439,24800
2004-01-27,28.025000,28.350000,28.025000,28.350000,19.256071,11400
2004-01-28,28.400000,28.545000,28.200001,28.200001,19.154192,43200
2004-01-29,27.889999,28.000000,27.770000,28.000000,19.018343,47200
2004-01-30,28.000000,28.000000,27.719999,27.860001,18.923252,47800
2004-02-02,27.840000,27.840000,27.745001,27.780001,18.868912,3200
2004-02-03,28.155001,28.275000,28.155001,28.200001,19.154192,2600
2004-02-04,28.004999,28.080000,27.975000,27.975000,19.001360,49600
2004-02-05,27.924999,27.924999,27.500000,27.500000,18.678728,8000
2004-02-06,27.770000,27.975000,27.770000,27.950001,18.984383,4200
2004-02-09,28.245001,28.375000,28.240000,28.350000,19.256071,15200
2004-02-10,28.469999,28.625000,28.469999,28.575001,19.408897,48400
2004-02-11,28.545000,29.020000,28.485001,29.020000,19.711153,12000
2004-02-12,29.094999,29.500000,29.094999,29.440001,19.996426,35800
2004-02-13,29.549999,29.875000,29.549999,29.594999,20.101711,10600
2004-02-17,29.870001,30.020000,29.795000,30.004999,20.380194,67800
2004-02-18,30.000000,30.045000,29.650000,29.650000,20.139067,33600
2004-02-19,29.680000,29.680000,29.584999,29.584999,20.094917,9800
2004-02-20,29.120001,29.120001,28.875000,29.100000,19.765495,611400
2004-02-23,29.295000,29.320000,29.070000,29.250000,19.867376,95400
2004-02-24,29.020000,29.170000,29.000000,29.049999,19.731529,92000
2004-02-25,29.315001,29.315001,29.004999,29.025000,19.714552,2600
2004-02-26,29.025000,29.025000,29.025000,29.025000,19.714552,0
2004-02-27,29.209999,29.405001,29.209999,29.400000,19.969263,2000
2004-03-01,29.840000,29.950001,29.725000,29.950001,20.342836,25800
2004-03-02,30.090000,30.094999,29.684999,29.695000,20.169636,2200
2004-03-03,29.184999,29.240000,29.055000,29.160000,19.806250,25800
2004-03-04,29.045000,29.325001,28.959999,29.270000,19.880959,5400
2004-03-05,29.500000,30.055000,29.500000,30.055000,20.414152,149200
2004-03-08,30.174999,30.270000,30.110001,30.270000,20.560186,11200
2004-03-09,30.045000,30.190001,29.950001,30.100000,20.444719,18200
2004-03-10,29.594999,29.594999,29.285000,29.285000,19.891150,37800
2004-03-11,28.844999,28.844999,28.709999,28.725000,19.510780,5800
2004-03-12,28.695000,28.805000,28.660000,28.799999,19.561724,5000
2004-03-15,28.610001,28.670000,28.575001,28.575001,19.408897,8000
2004-03-16,28.760000,28.760000,28.600000,28.600000,19.425879,61200
2004-03-17,28.495001,28.520000,28.410000,28.520000,19.371538,3600
2004-03-18,29.260000,29.445000,29.254999,29.445000,19.999825,22200
2004-03-19,29.545000,29.575001,29.309999,29.379999,19.955675,17600
2004-03-22,29.520000,29.920000,29.250000,29.250000,19.867376,156800
2004-03-23,29.600000,29.600000,29.309999,29.309999,19.908129,27600
2004-03-24,28.924999,28.924999,28.745001,28.745001,19.524364,9200
2004-03-25,28.969999,28.969999,28.910000,28.910000,19.636442,2400
2004-03-26,28.955000,29.139999,28.950001,29.139999,19.792660,7400
2004-03-29,29.400000,29.559999,29.400000,29.555000,20.074537,7000
2004-03-30,30.049999,30.145000,29.955000,29.955000,20.346233,7600
2004-03-31,30.225000,30.615000,30.225000,30.559999,20.757164,56600
2004-04-01,30.600000,30.834999,30.600000,30.834999,20.943951,37600
2004-04-02,30.445000,30.625000,30.405001,30.605000,20.787727,19800
2004-04-05,30.600000,30.695000,30.480000,30.575001,20.767349,56200
2004-04-06,30.600000,31.049999,30.559999,31.049999,21.089985,61400
2004-04-07,31.025000,31.075001,30.950001,30.969999,21.035645,3200
2004-04-08,30.715000,30.870001,30.715000,30.870001,20.967724,22000
2004-04-12,30.920000,30.920000,30.799999,30.805000,20.923571,6000
2004-04-13,30.150000,30.150000,29.879999,29.930000,20.329248,12200
2004-04-14,29.605000,29.795000,29.605000,29.770000,20.220577,9400
2004-04-15,29.350000,29.920000,29.350000,29.920000,20.322462,7400
2004-04-16,29.900000,30.295000,29.895000,30.290001,20.573772,56600
2004-04-19,29.695000,29.695000,29.530001,29.695000,20.169636,6400
2004-04-20,29.584999,29.719999,29.584999,29.700001,20.173031,4400
2004-04-21,28.525000,28.575001,28.375000,28.375000,19.273052,15400
2004-04-22,27.850000,27.850000,27.799999,27.809999,18.889294,22000
2004-04-23,27.900000,28.045000,27.900000,28.000000,19.018343,32000
2004-04-26,27.995001,28.250000,27.959999,28.125000,19.103249,52800
2004-04-27,28.250000,28.355000,28.250000,28.355000,19.259468,2400
2004-04-28,27.850000,27.850000,27.225000,27.225000,18.491941,13800
2004-04-29,27.030001,27.139999,26.900000,26.900000,18.271194,48200
2004-04-30,26.674999,26.695000,25.760000,26.049999,17.693851,33400
2004-05-03,26.055000,26.174999,26.055000,26.155001,17.765167,53800
2004-05-04,27.004999,27.004999,26.930000,26.930000,18.291571,3000
2004-05-05,27.495001,27.620001,27.389999,27.620001,18.760237,5600
2004-05-06,26.870001,26.870001,26.555000,26.695000,18.131952,2000
2004-05-07,26.500000,26.500000,25.850000,25.850000,17.558004,38600
2004-05-10,25.205000,25.205000,25.004999,25.100000,17.048586,34600
2004-05-11,25.555000,25.805000,25.510000,25.805000,17.527441,2800
2004-05-12,26.495001,26.495001,25.825001,25.850000,17.558004,87000
2004-05-13,25.790001,25.850000,25.705000,25.844999,17.554611,53000
2004-05-14,25.450001,25.450001,25.450001,25.450001,17.286316,200
2004-05-17,25.594999,25.620001,25.434999,25.434999,17.276125,1800
2004-05-18,25.434999,25.450001,25.209999,25.209999,17.123301,6400
2004-05-19,26.395000,26.395000,26.025000,26.045000,17.690453,67200
2004-05-20,26.100000,26.219999,26.004999,26.190001,17.788946,41200
2004-05-21,26.379999,26.525000,26.379999,26.490000,17.992714,3200
2004-05-24,26.490000,26.500000,26.250000,26.250000,17.829697,21600
2004-05-25,26.450001,27.100000,26.450001,26.985001,18.328928,71800
2004-05-26,27.260000,27.275000,27.260000,27.275000,18.525906,2400
2004-05-27,28.055000,28.055000,28.049999,28.049999,19.052301,800
2004-05-28,28.059999,28.059999,28.000000,28.004999,19.021736,1000
2004-06-01,28.650000,28.650000,28.545000,28.545000,19.388521,6600
2004-06-02,28.584999,28.615000,27.910000,28.090000,19.079473,60400
2004-06-03,28.305000,28.305000,27.955000,28.030001,19.038723,188400
2004-06-04,28.000000,28.235001,28.000000,28.235001,19.177961,2600
2004-06-07,28.745001,28.745001,28.400000,28.600000,19.425879,46200
2004-06-08,28.200001,28.200001,28.145000,28.180000,19.140606,22800
2004-06-09,27.995001,27.995001,27.655001,27.655001,18.784012,2800
2004-06-10,27.795000,28.145000,27.795000,28.049999,19.052301,82600
2004-06-14,27.250000,27.250000,26.900000,26.945000,18.301758,12200
2004-06-15,27.055000,27.440001,27.055000,27.200001,18.474964,3800
2004-06-16,27.165001,27.275000,27.165001,27.275000,18.525906,1400
2004-06-17,27.495001,27.495001,27.254999,27.395000,18.607412,1200
2004-06-18,27.395000,27.395000,27.395000,27.395000,18.607412,0
2004-06-21,27.959999,28.080000,27.959999,28.025000,19.035324,3800
2004-06-22,27.995001,28.000000,27.969999,27.975000,19.001360,25200
2004-06-23,27.975000,27.975000,27.975000,27.975000,19.001360,0
2004-06-24,28.084999,28.445000,28.084999,28.430000,19.310413,6200
2004-06-25,28.750000,28.875000,28.500000,28.500000,19.357956,105800
2004-06-28,28.875000,28.990000,28.750000,28.900000,19.629648,7200
2004-06-29,28.445000,28.600000,28.440001,28.600000,19.425879,1000
2004-06-30,28.895000,28.934999,28.480000,28.895000,19.626251,3400
2004-07-01,29.000000,29.000000,28.635000,28.815001,19.571913,52400
2004-07-02,28.750000,28.945000,28.750000,28.945000,19.660215,1600
2004-07-06,28.700001,28.700001,28.225000,28.500000,19.357956,20800
2004-07-07,28.770000,29.150000,28.770000,29.000000,19.697571,11600
2004-07-08,28.995001,29.094999,28.879999,28.965000,19.673798,54600
2004-07-09,28.850000,28.889999,28.850000,28.889999,19.622852,1400
2004-07-12,29.025000,29.275000,28.930000,29.275000,19.884356,65200
2004-07-13,29.129999,29.129999,29.129999,29.129999,19.785868,1200
2004-07-14,29.150000,29.535000,29.150000,29.350000,19.935299,23200
2004-07-15,29.340000,29.340000,29.174999,29.295000,19.897945,44000
2004-07-16,29.594999,29.594999,29.350000,29.520000,20.050770,4600
2004-07-19,29.445000,29.645000,29.420000,29.485001,20.026995,30000
2004-07-20,29.250000,29.290001,29.075001,29.115000,19.775681,9200
2004-07-21,29.125000,29.125000,28.730000,28.730000,19.514179,2000
2004-07-22,28.875000,28.875000,28.870001,28.875000,19.612665,70800
2004-07-23,28.370001,28.370001,28.250000,28.250000,19.188152,26000
2004-07-26,28.465000,28.465000,28.125000,28.195000,19.150793,15200
2004-07-27,28.235001,28.340000,28.219999,28.340000,19.249281,8200
2004-07-28,28.504999,28.715000,28.500000,28.715000,19.503990,8600
2004-07-29,28.690001,28.690001,28.615000,28.674999,19.476822,4600
2004-07-30,29.184999,29.184999,28.834999,28.969999,19.677193,4200
2004-08-02,28.955000,28.955000,28.750000,28.879999,19.616062,26600
2004-08-03,29.150000,29.360001,29.135000,29.260000,19.874168,3600
2004-08-04,29.320000,29.584999,29.320000,29.530001,20.057560,20200
2004-08-05,29.334999,29.334999,29.200001,29.200001,19.833414,6000
2004-08-06,29.375000,29.395000,29.295000,29.320000,19.914921,1600
2004-08-09,29.475000,29.510000,29.385000,29.385000,19.959072,30800
2004-08-10,29.165001,29.200001,29.110001,29.200001,19.833414,23200
2004-08-11,28.915001,28.915001,28.770000,28.770000,19.541346,2400
2004-08-12,28.775000,28.900000,28.740000,28.889999,19.622852,41600
2004-08-13,29.025000,29.049999,28.889999,29.025000,19.714552,130400
2004-08-16,29.245001,29.389999,29.245001,29.389999,19.962469,27200
2004-08-17,29.299999,29.615000,29.295000,29.540001,20.064352,23400
2004-08-18,29.325001,29.375000,29.290001,29.375000,19.952280,7400
2004-08-19,29.495001,29.600000,29.205000,29.309999,19.908129,23200
2004-08-20,29.340000,29.750000,29.340000,29.750000,20.206989,17400
2004-08-23,29.695000,29.805000,29.695000,29.805000,20.244349,152600
2004-08-24,29.475000,29.525000,29.200001,29.200001,19.833414,9400
2004-08-25,29.209999,29.650000,29.209999,29.645000,20.135674,18800
2004-08-26,29.740000,29.855000,29.740000,29.855000,20.278307,13200
2004-08-27,29.680000,29.680000,29.559999,29.635000,20.128883,34600
2004-08-30,29.719999,29.815001,29.719999,29.790001,20.234158,1200
2004-08-31,29.855000,30.174999,29.850000,30.174999,20.495663,39600
2004-09-01,29.900000,30.080000,29.900000,29.924999,20.325851,52000
2004-09-02,30.280001,30.434999,30.225000,30.340000,20.607731,6200
2004-09-03,30.075001,30.240000,30.045000,30.240000,20.539804,36600
2004-09-07,29.865000,29.910000,29.785000,29.910000,20.315668,8200
2004-09-08,29.775000,29.844999,29.775000,29.844999,20.271515,2600
2004-09-09,29.850000,29.985001,29.850000,29.975000,20.359816,3400
